release_id,year,month,state,district,department,scheme,from_level,to_level,from_entity,to_entity,amount_released,amount_received,absorption_ratio,gap_amount
4233,2023,8,Karnataka,Bengaluru,Health,NHM,District,Department,Bengaluru,Health - NHM,6862429.36,6399901.62,0.9326,462527.74
4234,2023,8,Karnataka,Bengaluru,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,10686347.64,9592065.64,0.8976,1094282.0
4235,2023,8,Karnataka,Bengaluru,Infrastructure,PMGSY,State,District,Karnataka,Bengaluru,9253912.3,7421637.66,0.802,1832274.64
4236,2023,8,Karnataka,Bengaluru,Infrastructure,PMGSY,District,Department,Bengaluru,Infrastructure - PMGSY,7132241.75,5764277.78,0.8082,1367963.97
4237,2023,8,Karnataka,Bengaluru,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,7423211.46,7225754.04,0.9734,197457.42
4238,2023,8,Karnataka,Bengaluru,Rural Development,MGNREGS,State,District,Karnataka,Bengaluru,7179962.4,7001899.33,0.9752,178063.07
4239,2023,8,Karnataka,Bengaluru,Rural Development,MGNREGS,District,Department,Bengaluru,Rural Development - MGNREGS,6681632.62,6364255.07,0.9525,317377.55
4240,2023,8,Karnataka,Bengaluru,Social Welfare,PMAY,Central,State,Central Government,Karnataka,6244373.36,6176309.69,0.9891,68063.67
4241,2023,8,Karnataka,Bengaluru,Social Welfare,PMAY,State,District,Karnataka,Bengaluru,5868427.1,5589089.97,0.9524,279337.13
4242,2023,8,Karnataka,Bengaluru,Social Welfare,PMAY,District,Department,Bengaluru,Social Welfare - PMAY,5568910.97,5382909.34,0.9666,186001.63
4243,2023,8,Karnataka,Bengaluru,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5421028.78,5341339.66,0.9853,79689.12
4244,2023,8,Karnataka,Bengaluru,Urban Development,AMRUT,State,District,Karnataka,Bengaluru,5098704.75,4923819.18,0.9657,174885.57
4245,2023,8,Karnataka,Bengaluru,Urban Development,AMRUT,District,Department,Bengaluru,Urban Development - AMRUT,4734641.86,4398955.75,0.9291,335686.11
4246,2023,8,Karnataka,Bengaluru,Water Supply,JJM,Central,State,Central Government,Karnataka,5023256.6,4886121.69,0.9727,137134.91
4247,2023,8,Karnataka,Bengaluru,Water Supply,JJM,State,District,Karnataka,Bengaluru,4756310.05,4694002.39,0.9869,62307.66
4248,2023,8,Karnataka,Bengaluru,Water Supply,JJM,District,Department,Bengaluru,Water Supply - JJM,4502917.08,4362876.36,0.9689,140040.72
4249,2023,8,Karnataka,Hubli,Agriculture,PMKSY,Central,State,Central Government,Karnataka,5349587.68,5082108.3,0.95,267479.38
4250,2023,8,Karnataka,Hubli,Agriculture,PMKSY,State,District,Karnataka,Hubli,4871237.08,4391907.35,0.9016,479329.73
4251,2023,8,Karnataka,Hubli,Agriculture,PMKSY,District,Department,Hubli,Agriculture - PMKSY,4265528.64,3718261.32,0.8717,547267.32
4252,2023,8,Karnataka,Hubli,Education,SSA,Central,State,Central Government,Karnataka,7333362.21,7241695.18,0.9875,91667.03
4253,2023,8,Karnataka,Hubli,Education,SSA,State,District,Karnataka,Hubli,6935141.49,6541918.97,0.9433,393222.52
4254,2023,8,Karnataka,Hubli,Education,SSA,District,Department,Hubli,Education - SSA,6214957.23,5541877.36,0.8917,673079.87
4255,2023,8,Karnataka,Hubli,Health,NHM,Central,State,Central Government,Karnataka,8723499.16,8512390.48,0.9758,211108.68
4256,2023,8,Karnataka,Hubli,Health,NHM,State,District,Karnataka,Hubli,8165734.43,7941993.31,0.9726,223741.12
4257,2023,8,Karnataka,Hubli,Health,NHM,District,Department,Hubli,Health - NHM,7827867.42,7470916.67,0.9544,356950.75
4258,2023,8,Karnataka,Hubli,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,9487272.81,8185618.98,0.8628,1301653.83
4259,2023,8,Karnataka,Hubli,Infrastructure,PMGSY,State,District,Karnataka,Hubli,8167577.38,7514171.19,0.92,653406.19
4260,2023,8,Karnataka,Hubli,Infrastructure,PMGSY,District,Department,Hubli,Infrastructure - PMGSY,7310280.4,6320468.43,0.8646,989811.97
4261,2023,8,Karnataka,Hubli,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,7705993.21,7540314.36,0.9785,165678.85
4262,2023,8,Karnataka,Hubli,Rural Development,MGNREGS,State,District,Karnataka,Hubli,7222400.74,6942893.83,0.9613,279506.91
4263,2023,8,Karnataka,Hubli,Rural Development,MGNREGS,District,Department,Hubli,Rural Development - MGNREGS,6782310.58,6247186.28,0.9211,535124.3
4264,2023,8,Karnataka,Hubli,Social Welfare,PMAY,Central,State,Central Government,Karnataka,6490487.57,6397024.55,0.9856,93463.02
4265,2023,8,Karnataka,Hubli,Social Welfare,PMAY,State,District,Karnataka,Hubli,6294686.89,6117176.72,0.9718,177510.17
4266,2023,8,Karnataka,Hubli,Social Welfare,PMAY,District,Department,Hubli,Social Welfare - PMAY,6089513.45,5607832.94,0.9209,481680.51
4267,2023,8,Karnataka,Hubli,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5439262.69,5361481.23,0.9857,77781.46
4268,2023,8,Karnataka,Hubli,Urban Development,AMRUT,State,District,Karnataka,Hubli,5238525.14,5009077.74,0.9562,229447.4
4269,2023,8,Karnataka,Hubli,Urban Development,AMRUT,District,Department,Hubli,Urban Development - AMRUT,4792748.34,4622126.5,0.9644,170621.84
4270,2023,8,Karnataka,Hubli,Water Supply,JJM,Central,State,Central Government,Karnataka,4724082.31,4665503.69,0.9876,58578.62
4271,2023,8,Karnataka,Hubli,Water Supply,JJM,State,District,Karnataka,Hubli,4568893.27,4448731.38,0.9737,120161.89
4272,2023,8,Karnataka,Hubli,Water Supply,JJM,District,Department,Hubli,Water Supply - JJM,4405191.9,4198147.88,0.953,207044.02
4273,2023,8,Karnataka,Mangaluru,Agriculture,PMKSY,Central,State,Central Government,Karnataka,5742625.59,5433672.33,0.9462,308953.26
4274,2023,8,Karnataka,Mangaluru,Agriculture,PMKSY,State,District,Karnataka,Mangaluru,5380163.03,4881959.93,0.9074,498203.1
4275,2023,8,Karnataka,Mangaluru,Agriculture,PMKSY,District,Department,Mangaluru,Agriculture - PMKSY,4732601.6,4054419.79,0.8567,678181.81
4276,2023,8,Karnataka,Mangaluru,Education,SSA,Central,State,Central Government,Karnataka,6968393.67,6328695.13,0.9082,639698.54
4277,2023,8,Karnataka,Mangaluru,Education,SSA,State,District,Karnataka,Mangaluru,6217376.29,5665895.01,0.9113,551481.28
4278,2023,8,Karnataka,Mangaluru,Education,SSA,District,Department,Mangaluru,Education - SSA,5497510.1,4934565.07,0.8976,562945.03
4279,2023,8,Karnataka,Mangaluru,Health,NHM,Central,State,Central Government,Karnataka,7787296.12,7424408.12,0.9534,362888.0
4280,2023,8,Karnataka,Mangaluru,Health,NHM,State,District,Karnataka,Mangaluru,7339781.67,6993343.98,0.9528,346437.69
4281,2023,8,Karnataka,Mangaluru,Health,NHM,District,Department,Mangaluru,Health - NHM,6703305.66,6118777.41,0.9128,584528.25
4282,2023,8,Karnataka,Mangaluru,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,10488358.53,9907303.47,0.9446,581055.06
4283,2023,8,Karnataka,Mangaluru,Infrastructure,PMGSY,State,District,Karnataka,Mangaluru,9652329.46,8402352.79,0.8705,1249976.67
4284,2023,8,Karnataka,Mangaluru,Infrastructure,PMGSY,District,Department,Mangaluru,Infrastructure - PMGSY,8368339.34,7280455.23,0.87,1087884.11
4285,2023,8,Karnataka,Mangaluru,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,8209236.25,8008109.96,0.9755,201126.29
4286,2023,8,Karnataka,Mangaluru,Rural Development,MGNREGS,State,District,Karnataka,Mangaluru,7765132.07,7449867.71,0.9594,315264.36
4287,2023,8,Karnataka,Mangaluru,Rural Development,MGNREGS,District,Department,Mangaluru,Rural Development - MGNREGS,7184230.34,6705760.6,0.9334,478469.74
4288,2023,8,Karnataka,Mangaluru,Social Welfare,PMAY,Central,State,Central Government,Karnataka,6104756.5,5930160.46,0.9714,174596.04
4289,2023,8,Karnataka,Mangaluru,Social Welfare,PMAY,State,District,Karnataka,Mangaluru,5834569.59,5534672.71,0.9486,299896.88
4290,2023,8,Karnataka,Mangaluru,Social Welfare,PMAY,District,Department,Mangaluru,Social Welfare - PMAY,5353275.44,4941608.56,0.9231,411666.88
4291,2023,8,Karnataka,Mangaluru,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5830015.84,5650451.35,0.9692,179564.49
4292,2023,8,Karnataka,Mangaluru,Urban Development,AMRUT,State,District,Karnataka,Mangaluru,5617965.58,5012348.89,0.8922,605616.69
4293,2023,8,Karnataka,Mangaluru,Urban Development,AMRUT,District,Department,Mangaluru,Urban Development - AMRUT,4877904.62,4306701.99,0.8829,571202.63
4294,2023,8,Karnataka,Mangaluru,Water Supply,JJM,Central,State,Central Government,Karnataka,3979042.92,3920550.99,0.9853,58491.93
4295,2023,8,Karnataka,Mangaluru,Water Supply,JJM,State,District,Karnataka,Mangaluru,3825100.71,3723735.54,0.9735,101365.17
4296,2023,8,Karnataka,Mangaluru,Water Supply,JJM,District,Department,Mangaluru,Water Supply - JJM,3695315.07,3401537.52,0.9205,293777.55
4297,2023,8,Karnataka,Mysuru,Agriculture,PMKSY,Central,State,Central Government,Karnataka,6159110.44,6046398.72,0.9817,112711.72
4298,2023,8,Karnataka,Mysuru,Agriculture,PMKSY,State,District,Karnataka,Mysuru,5967890.17,5516120.88,0.9243,451769.29
4299,2023,8,Karnataka,Mysuru,Agriculture,PMKSY,District,Department,Mysuru,Agriculture - PMKSY,5386394.0,4709324.27,0.8743,677069.73
4300,2023,8,Karnataka,Mysuru,Education,SSA,Central,State,Central Government,Karnataka,6525958.08,6415669.39,0.9831,110288.69
4301,2023,8,Karnataka,Mysuru,Education,SSA,State,District,Karnataka,Mysuru,6229089.87,6077722.99,0.9757,151366.88
4302,2023,8,Karnataka,Mysuru,Education,SSA,District,Department,Mysuru,Education - SSA,6035553.39,5599182.88,0.9277,436370.51
4303,2023,8,Karnataka,Mysuru,Health,NHM,Central,State,Central Government,Karnataka,8972154.99,8404217.58,0.9367,567937.41
4304,2023,8,Karnataka,Mysuru,Health,NHM,State,District,Karnataka,Mysuru,8272886.89,7404233.77,0.895,868653.12
4305,2023,8,Karnataka,Mysuru,Health,NHM,District,Department,Mysuru,Health - NHM,7271050.45,6626835.38,0.9114,644215.07
4306,2023,8,Karnataka,Mysuru,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,11868960.62,11256522.25,0.9484,612438.37
4307,2023,8,Karnataka,Mysuru,Infrastructure,PMGSY,State,District,Karnataka,Mysuru,11252674.62,9157426.61,0.8138,2095248.01
4308,2023,8,Karnataka,Mysuru,Infrastructure,PMGSY,District,Department,Mysuru,Infrastructure - PMGSY,8806263.65,7705480.69,0.875,1100782.96
4309,2023,8,Karnataka,Mysuru,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,6888409.16,6260186.24,0.9088,628222.92
4310,2023,8,Karnataka,Mysuru,Rural Development,MGNREGS,State,District,Karnataka,Mysuru,5951871.6,5273953.42,0.8861,677918.18
4311,2023,8,Karnataka,Mysuru,Rural Development,MGNREGS,District,Department,Mysuru,Rural Development - MGNREGS,5272902.0,4548405.27,0.8626,724496.73
4312,2023,8,Karnataka,Mysuru,Social Welfare,PMAY,Central,State,Central Government,Karnataka,6880376.97,6790932.07,0.987,89444.9
4313,2023,8,Karnataka,Mysuru,Social Welfare,PMAY,State,District,Karnataka,Mysuru,6458312.76,6265855.04,0.9702,192457.72
4314,2023,8,Karnataka,Mysuru,Social Welfare,PMAY,District,Department,Mysuru,Social Welfare - PMAY,6039352.35,5816500.25,0.9631,222852.1
4315,2023,8,Karnataka,Mysuru,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5590596.67,5499469.94,0.9837,91126.73
4316,2023,8,Karnataka,Mysuru,Urban Development,AMRUT,State,District,Karnataka,Mysuru,5409888.97,5145345.4,0.9511,264543.57
4317,2023,8,Karnataka,Mysuru,Urban Development,AMRUT,District,Department,Mysuru,Urban Development - AMRUT,4897030.83,4605657.5,0.9405,291373.33
4318,2023,8,Karnataka,Mysuru,Water Supply,JJM,Central,State,Central Government,Karnataka,4276993.53,4217971.02,0.9862,59022.51
4319,2023,8,Karnataka,Mysuru,Water Supply,JJM,State,District,Karnataka,Mysuru,4175868.12,4020943.41,0.9629,154924.71
4320,2023,8,Karnataka,Mysuru,Water Supply,JJM,District,Department,Mysuru,Water Supply - JJM,3941833.81,3745530.49,0.9502,196303.32
4321,2023,8,Madhya Pradesh,Bhopal,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,4809358.05,3493998.62,0.7265,1315359.43
4322,2023,8,Madhya Pradesh,Bhopal,Agriculture,PMKSY,State,District,Madhya Pradesh,Bhopal,3367419.2,2248425.8,0.6677,1118993.4
4323,2023,8,Madhya Pradesh,Bhopal,Agriculture,PMKSY,District,Department,Bhopal,Agriculture - PMKSY,2196283.94,1465799.9,0.6674,730484.04
4324,2023,8,Madhya Pradesh,Bhopal,Education,SSA,Central,State,Central Government,Madhya Pradesh,6344965.9,4228285.28,0.6664,2116680.62
4325,2023,8,Madhya Pradesh,Bhopal,Education,SSA,State,District,Madhya Pradesh,Bhopal,4168794.1,2745150.91,0.6585,1423643.19
4326,2023,8,Madhya Pradesh,Bhopal,Education,SSA,District,Department,Bhopal,Education - SSA,2634926.74,1744058.01,0.6619,890868.73
4327,2023,8,Madhya Pradesh,Bhopal,Health,NHM,Central,State,Central Government,Madhya Pradesh,6691228.25,6373394.91,0.9525,317833.34
4328,2023,8,Madhya Pradesh,Bhopal,Health,NHM,State,District,Madhya Pradesh,Bhopal,6173099.29,5647768.54,0.9149,525330.75
4329,2023,8,Madhya Pradesh,Bhopal,Health,NHM,District,Department,Bhopal,Health - NHM,5517070.51,4767852.33,0.8642,749218.18
4330,2023,8,Madhya Pradesh,Bhopal,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,9089667.69,8585191.13,0.9445,504476.56
4331,2023,8,Madhya Pradesh,Bhopal,Infrastructure,PMGSY,State,District,Madhya Pradesh,Bhopal,8342111.62,7120826.48,0.8536,1221285.14
4332,2023,8,Madhya Pradesh,Bhopal,Infrastructure,PMGSY,District,Department,Bhopal,Infrastructure - PMGSY,6777464.55,5623940.08,0.8298,1153524.47
4333,2023,8,Madhya Pradesh,Bhopal,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,6327858.43,5838082.19,0.9226,489776.24
4334,2023,8,Madhya Pradesh,Bhopal,Rural Development,MGNREGS,State,District,Madhya Pradesh,Bhopal,5752563.38,4849986.19,0.8431,902577.19
4335,2023,8,Madhya Pradesh,Bhopal,Rural Development,MGNREGS,District,Department,Bhopal,Rural Development - MGNREGS,4668650.82,4113548.24,0.8811,555102.58
4336,2023,8,Madhya Pradesh,Bhopal,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,5334339.57,3598012.04,0.6745,1736327.53
4337,2023,8,Madhya Pradesh,Bhopal,Social Welfare,PMAY,State,District,Madhya Pradesh,Bhopal,3507638.89,2310130.97,0.6586,1197507.92
4338,2023,8,Madhya Pradesh,Bhopal,Social Welfare,PMAY,District,Department,Bhopal,Social Welfare - PMAY,2201563.27,1428374.25,0.6488,773189.02
4339,2023,8,Madhya Pradesh,Bhopal,Urban Development,AMRUT,Central,State,Central Government,Madhya Pradesh,4749280.2,4577831.18,0.9639,171449.02
4340,2023,8,Madhya Pradesh,Bhopal,Urban Development,AMRUT,State,District,Madhya Pradesh,Bhopal,4471104.86,3954245.14,0.8844,516859.72
4341,2023,8,Madhya Pradesh,Bhopal,Urban Development,AMRUT,District,Department,Bhopal,Urban Development - AMRUT,3758360.06,3407329.23,0.9066,351030.83
4342,2023,8,Madhya Pradesh,Bhopal,Water Supply,JJM,Central,State,Central Government,Madhya Pradesh,3771685.39,3600450.87,0.9546,171234.52
4343,2023,8,Madhya Pradesh,Bhopal,Water Supply,JJM,State,District,Madhya Pradesh,Bhopal,3481081.87,3232184.52,0.9285,248897.35
4344,2023,8,Madhya Pradesh,Bhopal,Water Supply,JJM,District,Department,Bhopal,Water Supply - JJM,3121587.83,2672391.34,0.8561,449196.49
4345,2023,8,Madhya Pradesh,Gwalior,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,3779766.51,2584982.32,0.6839,1194784.19
4346,2023,8,Madhya Pradesh,Gwalior,Agriculture,PMKSY,State,District,Madhya Pradesh,Gwalior,2511054.33,1854413.62,0.7385,656640.71
4347,2023,8,Madhya Pradesh,Gwalior,Agriculture,PMKSY,District,Department,Gwalior,Agriculture - PMKSY,1786153.22,1074907.01,0.6018,711246.21
4348,2023,8,Madhya Pradesh,Gwalior,Education,SSA,Central,State,Central Government,Madhya Pradesh,5943187.2,5672772.18,0.9545,270415.02
4349,2023,8,Madhya Pradesh,Gwalior,Education,SSA,State,District,Madhya Pradesh,Gwalior,5662240.82,5259655.5,0.9289,402585.32
4350,2023,8,Madhya Pradesh,Gwalior,Education,SSA,District,Department,Gwalior,Education - SSA,5120582.99,4557830.92,0.8901,562752.07
4351,2023,8,Madhya Pradesh,Gwalior,Health,NHM,Central,State,Central Government,Madhya Pradesh,5641029.12,5497746.98,0.9746,143282.14
4352,2023,8,Madhya Pradesh,Gwalior,Health,NHM,State,District,Madhya Pradesh,Gwalior,5311642.4,4747014.81,0.8937,564627.59
4353,2023,8,Madhya Pradesh,Gwalior,Health,NHM,District,Department,Gwalior,Health - NHM,4572000.35,4047591.91,0.8853,524408.44
4354,2023,8,Madhya Pradesh,Gwalior,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,7502292.04,6717552.29,0.8954,784739.75
4355,2023,8,Madhya Pradesh,Gwalior,Infrastructure,PMGSY,State,District,Madhya Pradesh,Gwalior,6404445.97,5726215.14,0.8941,678230.83
4356,2023,8,Madhya Pradesh,Gwalior,Infrastructure,PMGSY,District,Department,Gwalior,Infrastructure - PMGSY,5670662.3,4586998.73,0.8089,1083663.57
4357,2023,8,Madhya Pradesh,Gwalior,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,6179656.59,5595679.04,0.9055,583977.55
4358,2023,8,Madhya Pradesh,Gwalior,Rural Development,MGNREGS,State,District,Madhya Pradesh,Gwalior,5564656.42,5174574.0,0.9299,390082.42
4359,2023,8,Madhya Pradesh,Gwalior,Rural Development,MGNREGS,District,Department,Gwalior,Rural Development - MGNREGS,5051789.64,4391015.56,0.8692,660774.08
4360,2023,8,Madhya Pradesh,Gwalior,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,4841993.41,3579201.53,0.7392,1262791.88
4361,2023,8,Madhya Pradesh,Gwalior,Social Welfare,PMAY,State,District,Madhya Pradesh,Gwalior,3456300.83,2611926.54,0.7557,844374.29
4362,2023,8,Madhya Pradesh,Gwalior,Social Welfare,PMAY,District,Department,Gwalior,Social Welfare - PMAY,2510070.06,1652379.12,0.6583,857690.94
4363,2023,8,Madhya Pradesh,Gwalior,Urban Development,AMRUT,Central,State,Central Government,Madhya Pradesh,4977012.86,4803812.81,0.9652,173200.05
4364,2023,8,Madhya Pradesh,Gwalior,Urban Development,AMRUT,State,District,Madhya Pradesh,Gwalior,4660613.79,4154937.19,0.8915,505676.6
4365,2023,8,Madhya Pradesh,Gwalior,Urban Development,AMRUT,District,Department,Gwalior,Urban Development - AMRUT,4021141.65,3497991.12,0.8699,523150.53
4366,2023,8,Madhya Pradesh,Gwalior,Water Supply,JJM,Central,State,Central Government,Madhya Pradesh,3799112.69,3673362.06,0.9669,125750.63
4367,2023,8,Madhya Pradesh,Gwalior,Water Supply,JJM,State,District,Madhya Pradesh,Gwalior,3535991.15,3236846.3,0.9154,299144.85
4368,2023,8,Madhya Pradesh,Gwalior,Water Supply,JJM,District,Department,Gwalior,Water Supply - JJM,3137452.37,2882377.49,0.9187,255074.88
4369,2023,8,Madhya Pradesh,Indore,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,4500667.5,2990243.49,0.6644,1510424.01
4370,2023,8,Madhya Pradesh,Indore,Agriculture,PMKSY,State,District,Madhya Pradesh,Indore,2854161.36,2072977.4,0.7263,781183.96
4371,2023,8,Madhya Pradesh,Indore,Agriculture,PMKSY,District,Department,Indore,Agriculture - PMKSY,2031451.88,1346446.31,0.6628,685005.57
4372,2023,8,Madhya Pradesh,Indore,Education,SSA,Central,State,Central Government,Madhya Pradesh,6001719.58,5828269.88,0.9711,173449.7
4373,2023,8,Madhya Pradesh,Indore,Education,SSA,State,District,Madhya Pradesh,Indore,5687385.01,5489464.01,0.9652,197921.0
4374,2023,8,Madhya Pradesh,Indore,Education,SSA,District,Department,Indore,Education - SSA,5256038.09,4862886.44,0.9252,393151.65
4375,2023,8,Madhya Pradesh,Indore,Health,NHM,Central,State,Central Government,Madhya Pradesh,5487668.87,5334014.14,0.972,153654.73
4376,2023,8,Madhya Pradesh,Indore,Health,NHM,State,District,Madhya Pradesh,Indore,5229923.04,4967380.9,0.9498,262542.14
4377,2023,8,Madhya Pradesh,Indore,Health,NHM,District,Department,Indore,Health - NHM,4781459.32,4440541.27,0.9287,340918.05
4378,2023,8,Madhya Pradesh,Indore,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,9984442.71,9396359.03,0.9411,588083.68
4379,2023,8,Madhya Pradesh,Indore,Infrastructure,PMGSY,State,District,Madhya Pradesh,Indore,9034831.69,7612749.18,0.8426,1422082.51
4380,2023,8,Madhya Pradesh,Indore,Infrastructure,PMGSY,District,Department,Indore,Infrastructure - PMGSY,7312004.8,6063114.38,0.8292,1248890.42
4381,2023,8,Madhya Pradesh,Indore,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,5697209.25,5339994.23,0.9373,357215.02
4382,2023,8,Madhya Pradesh,Indore,Rural Development,MGNREGS,State,District,Madhya Pradesh,Indore,5212677.59,4883236.37,0.9368,329441.22
4383,2023,8,Madhya Pradesh,Indore,Rural Development,MGNREGS,District,Department,Indore,Rural Development - MGNREGS,4679212.97,4119579.1,0.8804,559633.87
4384,2023,8,Madhya Pradesh,Indore,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,5519062.14,3713776.91,0.6729,1805285.23
4385,2023,8,Madhya Pradesh,Indore,Social Welfare,PMAY,State,District,Madhya Pradesh,Indore,3602096.07,2343523.7,0.6506,1258572.37
4386,2023,8,Madhya Pradesh,Indore,Social Welfare,PMAY,District,Department,Indore,Social Welfare - PMAY,2256194.69,1442836.5,0.6395,813358.19
